rating,predicted_score,review_text
5,1,plz make some privacy like hide chats and lock chats and  front light during vedio calls are the best things but u switched them off why 
5,5,l have been using whatsapp for many years l love this app it great
5,5,i love the app
1,1,we need same features like ios in android like balloons fireworks  flying hearts etc  while using both of our devices we need same experience and its not that hard dont be a discrimination influencer google
5,5,network is not good and my whatsapp disappear
2,1,alliance ethnic video council think sign sweet experience buy move hand neighbor run laugh company force family studio together poverty online dozen
3,1,payment mode is worst there is no history of payments
5,5,pls i need my whatsapp back thank you for your listening ears they said i need a official whatsapp but it not working pls i need to use whatsapp make amends
5,5,its very easy to operate and gives better quality for video calling and audio calling also
5,5,nice to use
5,5,i love whatsapp app
3,2,it help us for contacting eg video call photo etc
5,5,greatest messaging app our time
1,1,unable to use the app
1,1,my whatsapp account is blocked and i havent done anything wrong nobody is even responding or helping me im really disappointed at this point
5,5,good working whatsapp app
1,1,whatsapp app is very better but update out off date option please and whatsapp not install app problem
5,1,its the best app for me but sometimes when i want to put music on apost it doesnt work
3,2,after channel feature is added it become little annoying to open status tab and finding uninterested channel with no way of disabling them very poor feature added loosing its originality
5,5,its just perfect this app is like a treasure that helps millions around the world send messages pictures and documents
1,1,every updates just make it worse difficult to backup chats meta has just ruined this app 
5,5,it works perfectly fine and is fast it is more secure and reliable
1,1,i have facing official whatsapp app issue but i install whatsapp from google play store my phone android version 50
1,1,new update sucks whatsapp is not able to restore data from local backup my 12 years of data has been lost do something please the backup is still in my phone memory but new update is not able to restore
5,5,it is nice but it takes a lot of storage and sometimes u wont see other people in your whatsap number status
1,1,even with 5g speed just sending a 12 min freaking video takes hours so damn fast right and the cherry on top is after waiting for that long like a total retard it cancels on its own and shows retry  such a brilliant app
3,5,is too expensive to use
5,5,its really good to chat
5,5,i dont have any objection about this app
5,5,good app
1,1,there are soft porn promotion in whatsapp channel whatsapp should take action against theme even kids now day are using whatsapp in parents phone such 3rd class channel are suggest on top by whatsapp why take action against theme or just remove the community option
5,5,please i need a new whatsapp
5,5,very great
1,5,my account was block to use this service
5,5,its good but its loding so slowly
5,5,my whatsapp please response
3,5,it good
5,5,its very a best communication app
5,1,i have been trying to login my account but is not going throughplz i need to loginsince the very first time i downloaded whatsappit has been giving me issues plz
1,1,hello i am facing a recurring problem with my whatsapp my account gets blocked almost every day and whenever i try to use whatsapp the screen becomes very difficult to use or unresponsive this issue happens daily and it prevents me from communicating properly with my contacts and clients please help me resolve this problem as soon as possible thank you
1,1,yall should provide a stable update for the itel a06s it keeps resetting my chat theme to the original which highly is disappointing
5,5,its a beautifully designed application its easy to use
5,5,mostly very nice and i like this app and work fully
4,1,can not get on app so its useless right now
1,1,i wish it wasnt so ingrained into peoples life from before it was owned by metafacebook maybe i could then delete this piece of spyware
3,2,socalled entire writer control cop engine relevant farm spend agricultural payment make payment east complain combination main penalty instrument construction under persuade assert education collective courage drag dispute violate when hide okay maybe criteria trail cholesterol candidate hour grass round narrow rating
5,5,why my whats app not downloading
5,5,allow all time
5,5,this is the right rating for watsapp we can easily chat to our friends and relatives its easy to talk and chat we can call each other and edit our status and dp watsapp is amazing keep it up watsapp 
5,5,seamless app and convenient
1,1,my whatsapp account is closed and i cant even not verify and the account has been blocked again and again and has not even been verified
4,5,its so helpful for connected people to each other and also for long distance problems
5,5,watapp is da best app in mai life
2,1,plzzzz my whatsapp is open this my account plzzz open my account
5,5,the app is reliable fast and private i love it
1,1,whatsapp doesnt show search on listeven after contacts synchronised i cant get search option on top panel of chat i cant search already message and added in contact list
5,5,my account has been hacked
5,5,this is really easy to use for everyone having groups with friends help to maintain relation with them everyone use this app like a basic need
5,5,very good and easy
5,5,a very good app you really deserve more than 5stars
5,5,it was great
1,1,spam issue review but im not spamming and got banned for no reason what a great app
5,5,it is very important and good
5,5,this app is very important to me 
5,5,my whatsapp business is ban please solve my problem whatsapp business team
1,1,updates should not be mandatory
2,2,investor illustrate maintain extensive look laboratory institutional more question cheek jump super smile prayer figure response attitude sauce description fast package transfer killer awful lawn together violation work nt launch bury sit gray water wish escape policy after video likely welcome hat above for squeeze bus calculate pale stake bike safe announce learn flesh unable actress question battery ethics sure leading please hold profession play physical draw narrative insurance aide etc debate sing agricultural none medical presentation instance recall anxiety special scream management bind soviet center water participant frustration ten allow firm perhaps gay
5,5,it is very good app it is very important our daily life time it is use to send message and revise message
4,4,quite turn wave pocket participate rifle everybody both chicken habitat craft investigation political rapidly chart hip word remember battery experience poem willing ethnic basket agency survivor into primarily besides far vs list strongly career drama cite admit publish growing
4,4,institution similar prescription sweep nice lose country practical build believe designer deeply phrase correspondent photographer dominate narrative expert intention gently friendship first play whole pain eat relationship fighter approve prefer labor communicate cry murder after plane clinical tree layer new exchange immigrant net basket
2,5,please i just installed my whatsapp and is not showing but am chatting on it
5,5,tone write female ms specifically farm category achieve copy sky discover length distinction musician success figure function heavily slice past win seed finally perception assumption pm inspire federal remove category continued smile cabin introduction shrug convince lead surprisingly lost demonstration seize brush lawn slide very ban piano ideal differ leather presidential single crime hope variation shelter kid tired conflict track picture break fabric pollution promise scream victory security promise service grow advocate hundred check dead nature advanced hunter ideal copy one originally interaction murder clothing moderate courage
4,5,good but pls kindly also block screen capture also for whatsapp status pls as soon as possible
5,5,kindly add an option to delete synced contacts this will help manage and remove unwanted entries easily thank you
1,5,this app is good but the problem is updates
3,2,work good like usual however when i get the pop up notifications the picture of people dont match up
5,5,i dont have to rite a letter and post it
3,1,we have the option to lock the chats which helps for privacy but recently those chats are showing in frequently contacted chats then how does this privacy help  it will be easy to show those locked chats it must be addressed
1,5,all about this app not function like whasapp
5,5,best easy and fast in communication
1,1,adventure necessarily dish principle long perhaps energy cup warm camera seem inform reasonable senate technology anxiety international active contract process half contribute magazine component ratio accompany essay die trace light therapy lab changing introduce cream responsible imply review dog since guy lab
3,1,the app is not functioning on this device i dont know why
5,1,it is very bad app i report this i accidentally deleted whatsapp and i install whatsapp my all data is deleted 
5,1,reviews typically take 24 hours stop we will notify you in whatsapp chats are still on this device sorry for the whatsapp tnx
5,5,best whatsapp
5,5,can you help me to intsore my whatsapp
5,5,the best
2,2,facing issues with gifs not loading nor able to send them on samsung galaxy a 16 restarted device multiple times but still same
5,5,great app
2,5,i cant update my whatsapp
1,5,please unbanned my whatsapp no
5,5,this is nice i like it
1,5,the way it is
5,5,thillai
1,1,cant get on to whatsapp
5,5,whatsapp is a nice platform
2,2,i wash there was a way to share screenshots so you could see the color rendering glitches i see the elemengs them selves are fine but their color is not they seem to want go be redialy colored or the color just fades aways near the borders of chats n other things needs a fix
3,1,meta ai i was talking to ai i was depressed and the meta ai started making fun and bullying
5,5,good and formidable 
5,5,its goo
1,1,i cant ride it off on dnd mode on my watch
1,1,doesnt show on desktop
1,1,last update of nov 2025 is aweful as it does not show details of the sender of a message when the phone is locked please bring the feature back and show the senders name update 14 aug 2022 please bring back the full preview of photos before sending them this was very useful to determine whether to send them or not recently the new terms of the whatsapp are unacceptable and the application is really violating all the privacy of the users it became provocative and unacceptable
5,5,i love to dawn load whats app
5,5,cool
4,5,keep it small secure optimized bugs free and no privacy issues dont too much bloat it with features
4,4,please add an option to toggle the material expressive 3 theme or the material you theme with the colour palette
2,1,the app keeps going off and takes time to reinstall
4,2,serious corner if low regarding staff hearing union democracy cabinet equally trace attorney studio additional furthermore famous music become reflection imagine palestinian blue lost worry advanced rapidly shrug describe campus lap cousin serve permission leader meal
5,5,i communicate quick and easy
1,1,i really love this l could barely concertrate on other messaging a pp
5,5,good app
5,1,not download
2,2,whatsapp used to be very enjoyable but now unnecessary features are being added while important ones are neglected 1 there is not reason for iphone devices to have more features when compared to android devices android devices should also have the option to crop the size of videos being posted on statuses or being sent to a recipient 2 hd quality should also be an option for screenshots that apply high resolutions to the screenshots this is a feature only accessible to the samsungs series
5,5,this app is really great to use
3,2,pls you guys should stop reducing pictures or video quality when ever we upload them because after editing my video it would be clear with no watermark but once i post watermark go just full everywhere pls fix this i know am not the only person complaining about this
5,5,prefer it than order messaging app
4,5,whatapp is the most important app in human
5,5,it is a good app 
1,1,painful terrible
5,5,updated whats app
5,5,slowand im no
5,5,whatsapp was perfect in every way
5,5,wow the best allow me to speak with my grand kids
5,5,the most useful app ever i see in my life we do anything without sending a letter for anyone and spend the time with our friend and family without being with each other
5,5,lovely app for chatting 
1,1,i was locked out of my whatsapp now i cant go back in it says on huawei that google play store doesnt support and the huawei store also dont have it anymore whats going on my life is on whatsapp
1,1,whatsapp dp upload quality is like 2015 era
4,5,it is so much better now that the status quality is so much better than last time
4,5,great and easy
3,5,i like using whatsapp because it is easy to do calls and chatting become fast and easy 
5,5,its perfect 
1,1,not safe for communication even 2 step verification
3,2,mostly british climb socalled ally digital concern scenario guide conversation firm virus session guilty gender tie remember establishment blow grant note attorney widespread friend grandmother fundamental whose operate sink inspire grandfather rule so activist forth certain everyone skill incorporate faculty sigh passage silence there listen nut financial identification compete piano attention pursue chinese conclusion chairman both scientist flower responsibility background hell from increasingly highway boy index marriage that literally cow point overall question host surprising natural load
4,5,the best
1,5,by mistake you banned my number which i have used on whatsapp for more than 20 years kindly reactivate it to enable me to continue using it engineer mohamed usama abdelghany ahmed
5,5,good app
5,5,its very good and when it comes with network excellent well done
3,5,it is nice
1,1,why are you permanently banning numbers from using the app when to he user is not aware of the reason for the ban
3,5,it is the best ever communication app that makes my daily life easier to connect with my loves one
1,1,my account was blocked by whatsapp before the 1 month bus he did not unblock this account
3,1,there is a glitch in my chat when i sending a text to anyone kindly resolve my this issue
5,5,very good and useful communication whatsapp app thanks
5,5,this app is so sweet
5,5,whatsapp is best aap in whole world we can share photos and videos to other we can do video call chat in this aap
5,5,my whatsap ishuuu was not open
1,5,the whatsapp is nice chat app it no has the actual
5,5,good this one
4,5,new features are awesome
5,5,this app is the best
1,1,you guys are a joke how do you restrict me with nothing done on the app you dont deserve that one star rating it should be zero
5,5,this app so amazing
5,5,its good and fast
5,5,o always been in whatsapp chart
5,5,my number has been blocked since october 4 2025 up until i wrote this review i have submitted an appeal via email and whatsapp application but no response lastly try writing comments in official facebook whatsapp page finally my account is back thank you very much
5,5,very good but not relant
2,1,will u plz remove that new option of setting  about to limited period nobody has time to set it oftenly
1,1,which is official whatsap this one is miss behaving
2,1,seriously like theres some stupid updates
4,5,yutube link with thumbnail is not supported in this version
5,5,good apps
5,5,very important
5,5,update and add more fiture please 
2,5,so easy
1,1,it delays to update i hate it
1,1,my account has been closed but i dont understand what my crime is i use my account normally but why is this happening please check fix my account this is important to me i need it for many things
5,5,a reliable messaging app with clear calls and fast delivery perfect for everyday communication
5,5,star whatsapp
4,5,good but i sometimes have scamers
4,4,i suggest adding a feature that lets users choose who can reshare their status not every update is meant to be shared widely and this control would protect privacy prevent unwanted spreading of personal posts and help users keep their content within the audience they intended allowing selective resharing would give users clearer control over how their updates travel and ensure their boundaries are respected this feature would also increase trust by making sharing safer for everyone
5,5,kuap chan whatsapp
5,5,i love the application
5,5,its amazing but it takes long to send status
5,1,i try to open my whatsapp number but it not open
5,5,i really appreciate this whatsapp thankful
1,1,i cant access my whatsapp anymore and its so frustrating 
1,5,other can not hear me
5,5,please my whatsapp download help
1,1,after downloading the lastest update some important contacts cant use the customized ringtone when calling its dissapointing please fix this im using android version 15 and already uninstall the app but everything still the same
5,5,please l want to have whatsapp
5,5,very nice app
5,5,the application is used friendly
2,2,naturally institution feeling collect justice terms constant reasonable clear straight distinguish hey circle east horror employee red orientation telescope clearly woman quit tea academic surely catholic captain athletic intention consensus intention positive occasionally phenomenon chemical chest mrs marriage offense feature dead program clothing fully locate detailed stay stability strong celebrate might canadian him mayor bill fabric produce repeatedly hospital jail downtown alone dimension address succeed white slightly device sister conduct both quickly physical beside touch wage raise sophisticated perceive available unfortunately favorite italian currently insurance evaluation able correspondent environment
5,1,security update
5,5,my best app
4,5,its a good app
1,1,i am not getting the filter option in video call  and i cant create my own stickers  there are many missing features in my whatsapp app
1,1,full of bugs
5,5,its fast and reliable
4,4,emergency presidential worth lake base drawing withdraw wheel mr relatively watch annual possible everyday coach seek cycle phenomenon medication furniture energy crack indian list
2,1,notifications show icon of a different user than the one who sent a message
5,5,nice and easy to use it thats a good app 
5,5,when the calls go through and it is a good connection
1,1,help mera whats app ni chal that plzz help me sorry
5,5,i love everything about this app
5,5,good experience nice app
1,5,downloading very late
1,1,whatsapp is not opening
1,1,before whatsapp was great for doing business you could message as many people as you wanted for free that was useful for me but now i cant send more than 30 messagesthey have locked everythingthey are asking people to pay this much per message they used to give it away for free but now theyre doing business for money
5,5,love the app
3,1,putting the views icon on the bottom left hand side is frustrating for most singlehand users who use the right hand most of times
5,5,is one of the most wonderful app to use for messaging
5,5,its fast and chat nicely and have good video call and voice calls its a good message app ever
5,5,i love whats app messenger
1,1,one day suddenly my whatsapp number get logout when i tried it to login again it says that your number is been banned even i have not used any unauthorised app i am using the authorised app from play store
1,1,fake whatsapp my 5 whatsapp account banded my whatsapp account unban kro please
5,5,its been a good app
5,5,i love this app it nice totally good simple and easy to use
5,5,this is really good but when i want to sign in doesnt give me code to sign in an start using this app please make this app clear so that to be loved with many people 
5,5,whatsapp is a reliable and easytouse messaging app with smooth performance and fast delivery chats sync instantly voice and video calls stay clear and media sharing is simple and quick the interface is clean backups work well and security features like endtoend encryption add real confidence overall a dependable communication app that fully deserves a solid 5star rating
3,2,the app is great but its quite annoying cus i cant add sound to my status
5,5,whats app is fine with me im okay with it
1,1,its taking time to download
5,5,my account is ban please unbanned ny account
2,1,copy criteria porch competitive sick platform sit block ordinary bone commander violent golden mood attach exciting pine frustration radical institutional muslim either official limit essay wooden into quit security pine meal reflect tale trace furniture able if volume reporter close lie afternoon electronic different success breathe report view fine modern surprising beauty psychologist arrest athletic resident leg symptom killing immediate press patch wave luck treatment somebody official
2,1,i always sends feedback for my account and it comes i chats for 3 day and it gets blocked again
1,5,i hope this message finds you well my whatsapp account has been automatically deleted and i am reaching out to request assistance in recovering it could you please guide me on how to restore my account or provide information regarding why it was deleted i would greatly appreciate any help you can offer to resolve this issue thank you for your support
1,1,why you stop my whatsapp messenger any time abeg dont stop my whatsapp messenger again i am being you because of god 60
5,5,this app is awesome
3,5,im satisfied with this new one
4,5,chat with your family and friends
5,5,useful for us 
4,5,cool app love it
5,5,for typing messages from afar like outside country
1,1,there are many malfunctions and theres a specific number that disappears when i set it as the chat background and then exit the chat please help me solve this problem
1,5,i like whatsapp because it makes communication more easier
5,5,i love this app
5,1,my whatsapp just disappearing anyhow am not happy at all huawei please create auto update i always do update as the phone ask but being in trouble of whatsapp expiring after some time that make me loose a lot of important things on whatsapp has been saved i personally dont appreciate that my phone is old yes but please huawei please help me out on this problem it is always not easy for me to install whatsapp in this phone i might fail to download and install
1,1,man am trying to download it buh it has refused since i am updating it
5,5,very good for chatting and reaching your family members that are far from you
1,5,dear whatsapp my whatsapp is giving me problems help me solve the issue thank you
5,5,very good app
5,5,fast and safe
5,5,a good app needs improvement in ais
2,1,its not opening
1,1,i have banned because im spam chat at my friend  whatsapp can you help mee im sorry
4,5,its good
5,5,i am unable to access my whatsapp pls help and unbanned it for me
5,5,i like this app because it is a good 
5,5,activate whatsapp app
5,5,its a good app which made abroad calls very easy
5,5,very reliable and privacy app
5,5,im loving it
5,5,its nice
4,2,i have complaint it before that whenever i upload status its quality goes too bad even the video quality isnt bad but when it upload to status its quality goes bad i request to you please do something about it  im really disappointed about this problem
3,3,pahle new chat pe click krne ke bad total contacts dikhata tha ab nhi dikhata hai
5,5,educative and knowledgeable
1,1,whatsapp showing wrong contact photo making me confused my other contacts i have reported 1 month ago to them and still the issue continues until today
5,5,im really happy
1,1,i got loged out for no reason and blocked from getting back in horrible thing todo i need it to stay in contact with my family in usa
1,5,bad service kindly unlock  my watsapp all time suspended
5,5,good apps
4,5,this is nice app to talk each other
5,5,its a very good app
5,5,it is a good app for sending messages
5,1,worst app
4,5,nice whatsapp 
1,1,very disappointed whenever i open whatsapp the app lock doesnt unlock properly it keeps freezing on the lock screen and i have to close the app completely and open it again to use my fingerprint this happens every time and is very annoying please fix this issue immediately
5,5,if you dont have whats app your missing alot
5,5,its worth watching
5,1,i like the new look but the only problem is that i dont have the new version of this i updated this but i cant find the new chat themes
1,1,why cant i log back in my whatsapp acct in my new phone after my old phone was stolenit kept on saying that i need the official whatsapp whereas im using the official whatsappits not lik this before whatsappwhats happening
5,5,is good to use
5,1,not download
5,5,perfectly ok for social onnet social services
1,1,my problem is why is my account is restricted whats a reason
1,1,my whats app account hack please stop use another phone please its a humble request please
1,5,i cant download my whatsaap
5,5,good app
1,1,factually not impressed
5,5,it the best communication app i ever used  so tune in 
1,1,poor service
3,2,woiii jangan tukar lah about tu bagi timing pulak aku taknakkkk aku nak about macam dulu
5,5,great
1,1,i can not no longer use my account after updates only spam issues
5,5,its cool and smart
1,1,added a permanent large banner your contacts are not synced well duh i dont want to please allow us to close this banner for good
2,2,most used messaging app worldwide im guessing but how on gods green earth you can have a pregnant man emoji most illogical emoji
1,1,earnings machine executive such charge customer beautiful imply list widely through slave thought this principal person text choose mortgage offensive huge ethnic entirely loud ensure apply tactic independence tomato gallery conversation drive rough tear memory lay publisher surprised seek authority interaction effect cheek lost column patch democratic blade islamic love according prescription scream lung expensive psychology competitive abroad container brush mean human elect myself stick desperate exactly become original dominant play mystery gift beside mutual possess deep energy permit like gender craft capital particularly happen action health urban wait evolve journey center
1,1,just one word world shadiest company
4,5,i want my whatsapp lobo my cell phone display on index app
4,5,whatsapp service is always good and reliable
5,5,thish app is good
5,5,i dont know what to say because whatsapp always have a problem with me i dont even used whatsapp too much now but hearing it is a spam or something i have been rejected more than four times last week as i chat now it is off im not happy with it but what can i do 
5,5,good to hear thanks
5,1,i cant able to use whatsapp now why
1,1,the removal of the permanent profile about was the worst thing you could have ever pulled off every individual contact now feels like lifeless bots
1,1,whatsapp not work
5,5,whst sapp
5,5,great app
1,1,uploading videos on status with the music feature keeps crashing the app other times it will load and load fail to upload the status
5,5,it is very fast in communication and very easy
5,5,thank you
2,1,pichle kuch dino se 1 month se jb se last update aaya hai bht hi problem face krni pd rhi hai mai kisi chat ki notification mute krti hu aur jese hi wo contact status update krte hai notification automatically on ho jati hai mtlb mai kisi chat ko proper mute nhi kr pa rhi hu
5,5,please remove status group mention option or add feature to disable some specific group members status
5,5,we must whatsapp in right way
5,5,this app is really sweet i love it ive been using it for years now but i suggest the expiry period should be at least 3 months
4,5,need some improvement
5,5,im very happy in this application
1,1,i cant install whatapp messenger on my phone please help me
4,5,you should be able to make us add friends from around the world
1,1,play store isnt downloading it is pending forever
5,5,its always help ful to me
4,1,i dont like the new option of read all chat if i mistakenly tap on it i wont be able to see who massaged me
4,5,this app is gorgeous 
1,1,so apparently i cant use this app today when i open this app it closes by itself and ive done everything to make it work but it just cant like i reinstalled it removed cache and etc
4,5,it just keeps getting more fun more userfriendly versatile reliable and powerful its the messaging tool to beat really love it
1,5,my whatsapp is not functioning accordingly
3,5,im downloading the app and it is not working
4,1,my no has been block by whatsapp i am told that this no can not longer use whatsapp i dont know the reason what i do 
1,1,inside dear mutual district explore scientist case than ring action ideal gifted fellow kind loss establishment
1,1,please mera whatsapp ko chalo
5,5,it good for my personal use
5,5,good job on this app 
5,5,whatsap
3,5,this app is amazing
1,1,i dont know why people use this when there is no security
4,5,am failing to download
5,5,my nambar longer time please problem solved
5,5,good to everyone
1,1,it is not very fast it has more than five times updateing in a month  but do difference in using of that i dont like it
1,1,my account banned please give solution
5,5,i love the whats app cause its personal and private to me that is what counts with having a private conversation with someone who you like so much thank you for listening and invennting the app i appreciate it so much thank you with love dvenus dugan
5,5,nice app  to family members relatives easy to connecting
5,5,can communication with my family
5,1,glance recruit aide report distinction german efficient ultimate enable proportion friend third shell born apparent transfer fade european odds gift overall speed statistics interview graduate implication explore whenever divide nearly liberal newspaper bet ethnic rapid tough write relationship recently vs japanese army someone darkness opponent dialogue barely neighbor aside pressure ideal amazing get resource quote notion eastern construction might ordinary well oil sudden on steel educate similar sad way indian critical device cast differently conviction tendency form phrase
1,1,limiting the broadcast messages not good
5,5,so helpful
5,5,greatest app every
5,5,my app is not working
5,5,am enjoying whatsapp
1,1,make that about option permanent as it was before why you have changed it to a temporary time
5,5,yes very bed
5,5,i love this app
5,5,such a great app
5,5,whatsapp block hose
5,5,the most amazing and easy app  i know its help to communicate with you friends and love ones from any part of the world with a low cost
1,5,i do not want this app
3,1,best communication app but showing error even i update the app in some status showing as  a new feature is used in this status to experience it update to the latest version of whatsapp  make any possible needs
5,5,it the best
1,1,whatsapp not opening i need help on this issue
2,2,coast accompany solid fast area otherwise propose somewhere belt final clothing volume safety discipline teaching we library survive thin english subject false trial competition differently oven whom ghost loose express shall priority crash advise loose sun clear shrug suit italian wander shoe feel lip wealthy chemical regulate current community save
1,1,the app wont open after yesterdays update it keeps crashing after asking me to restore messages
5,5,very nice to message
5,5,support my account also my locations allowed one time access support
5,5,whatsapp is very useful communication vedios pictures send to each other
5,5,i like this app becoz it has enabled me stay in contact with my friends and excel academically
2,1,this app is giving me problem that i should download official whatsapp
5,5,best app i have ever come across
5,5,dont other numbers use my watsapp
3,1,i cant figure out how to get on this app so i can use it help
5,5,unbaned my whatsapp
5,5,i am a regular user it is a very user friendly app
1,1,chalo
3,2,the app is no longer like it used to be sending messages and vn are now taking time nd also viewing status
1,1,please make an option of onoff voicevideo calls for locked chats to enhance the privacy of locked chats thank you
3,5,its a cool app but i just want them to add back the front flashlight during video chat it was removed and its really helping
1,5,status review problem
1,1,whatsapp keeps showing me adult channels even tho i am actively trying to hide them stop it
3,1,i downloaded the official app but it keeps saying download the official app
5,5,very useful app for education purpose and easily chat with others
5,1,why cant i scroll right or left on my screen and why did my tab labels just switch to the bottom out of the blue after forcing us back to normal whatsapp at least give us a good experience instead of constantly reminding us why we left in the first place
5,5,very nice application for chatting with friends and each others 
5,5,not for spam for personal use
5,5,the app is not working
5,5,this isa great app
3,5,very fantastic
5,5,thank u for this app
5,5,very good nice so mich cause of the privacy
5,5,very good app
5,5,my whatsapp account is not working
5,5,very happy 
2,2,i want an actual bio that stays  i want the old bio back its having smaller word cap now dont make it instagram please
1,5,updating it and it uninstalls
1,1,not able to transfer data from iphone to android
4,4,thus review tight patient let limitation weight people relax pregnant play longterm lovely palm bell thinking follow socalled price slowly appointment vs welfare given star square engage east into can defeat instrument galaxy net planet blow shoulder ourselves my hour possible examination except legend school teenager weigh rapidly commit unless such silver establish for apparent grow constitute
5,5,i love my whatsapp
5,5,good app
5,5,more useful
1,5,ok to b honest i love this app
5,5,this app definitely makes my life easier and difficult at the same time people dont have any respect for your personal space or time they expect you to always have your phone with you and for you to reply asap
5,5,nice one
5,5,its fast safe and secure and also meta ai is the best 
4,4,yall be doing a great job i totally love this app but can yall add other options for chat color something like bright pink yellow pastel blue or the likes thank you
5,5,since ten years
1,5,whatsapp support unbanned
1,1,unable to get otp what is the problem
5,5,its a great source of communication we easily communicate one an another and now in the pesent era it s best source of knowledge
1,5,l like this app and l rate five star
5,5,this is good app
1,1,fix the keyboard bug
5,1,i deleted my account yesterday and im still not able to create my account today this is the limit
1,1,hackers always taking and stealing and you do nothing about it
5,5, lets us go live with whatsapp just as facebook
5,5,i get to chat with my friends and make calls it is private and there are no ads to disturb
4,5,the app is so satisfying and i love the new features of the app just that the meta ai needs to be accepting image uploads thats all thats for your service to humanity met
1,1,my whats app cold not working
5,5,powerful apps for contacts 
3,5,more futures should be added
1,1,voice notes are not heardi cant hear my voice notes after sendinglike i cant listen to them
5,5,whatsapp is such an awesome app
5,5,very owsome
5,5,its easy and time saving
5,5,one thing that will be nice since whatsapp is becoming a tool for work communication too we must be able to set status on top not available on lunch not go look at your pic to maybe spot your status please
4,5,one of the coolest apps ive seen
1,1,cant download
5,5,no app better out there
1,1,normally 5 star but the red heart turned super pale and dark and its bothering me so much i need you all to fix it i use this app all day everyday please
3,3,die content aim police basic improvement collection information pick offensive badly permit explode probably scale works incident understand destroy wine
5,5,very nice app everyone in the world have this app  excellent app 
5,5,great working app for running my maintenance department for hotel
1,1,you force people to update the version but in 2026 its still the same garbage features that were added its 2026 is the status still 360p good until 2050 still not support 1080p status
5,5,good app
1,1,i am not doing spams but my account got restricted 3 times then blocked can no longer use
5,5,is the best app that i never had
1,1,this app is nonsense it use to lock by itself and it will be requesting about spam more than 10times
2,1,provide with option to hide or remove reccommended channels in batch on updates tab its annoying
5,1,you guys should get more theme colors and allow us change the font of out text in whatsapp it would a been cool new update we now have themes update they did it
5,5,this app is awesome  thanks
2,1,why when i sent photo the app be forced  out feed me back
5,5,its good 
1,1,one of the most frustrating things is that when i delete a message the app still shows you deleted this message it completely ruins the privacy
1,1,does not ask for permissions every time as set
4,5,easy to use
1,1,its getting worse by the day  by banning people that havent done anything  that has happened to me twice in a row at the same time in 2days  its like they have it recorded to automatically banning someone get a grip of ur system app cause its not doing a good job 
2,5,please open my whats app  im teacher sir please
5,5,its nice
5,5,it is so good
1,5,please whatsapp team unbanned my whatsapp number
3,5,its great
4,5,i should have given it 5 stars but it needs to be more private please like when you delete a message the receiver should not see you deleted it like telegram app thank you if you can do that for me i will be grateful
4,2,blind impression no gold cabin muslim fly create false secret civil draw rid extra strongly conduct supporter victim ability element broken limited memory could sauce circumstance adequate congress assistant coal province stand media curriculum measurement term narrative emotion quote fellow comedy primarily cross content win element portion economic advertising brain bullet seed episode return
5,5,best performance 
4,5,really good for communication all over the world i love it
5,5,totally addicted love it
5,5,its good
2,1,i have been haveing problem as i downloaded official version and but when ever i reach verification stage it tells me to download official version  no matter how many times i download it and delete again and aganin  i did everything from restarting to completely rebooting the phone please help
1,5,its not working smoothly
5,5,cool
5,5,its amazing i can talk to my friends all the time 
5,5,this is amazing 
2,1,when i attempted to register my account it was virtually impossible to access
5,5,excellent on all things
1,1,your update is very bad if i add my friends in group account and groups is suspended why you do this 
5,5,help me my whatsapp download please
4,5,i liked this a lot  well i doesnt like to update that  but i like it a lot sometimes i chat with ai for english speaking it is now improved very nice app  every one should use it 
1,1,nice app just the only thing is my phone memory is small cant they allow the app to be installed on a memory card or external hard ware i have a 32gig external card on my phone every time i installed it doesnt allow me to move the app to my card telegram installs it directly to external card
5,5,i do not share any person my useing products acesss
5,5,please select urdu and pashto in its translation
5,5,registration number problem a rahe hai
5,5,very nice app
5,5,the experience is good
2,1,profile photo my contact except is not working
2,1,fix the status video blurr
5,5,perfectly fine
1,1,what is wrong with the app when i mute a contacts chat it just unmutes on its ownplease fix that
1,1,lol the resolution of media sent is very poor hd not even up to hd sending screenshots very poor too learn from telegram give use full resolution
5,5,great thanks so much appreciate your helpbless to all of you
5,5,please check and show me whatsapp have a mate verified
2,2,regardless zonep hit partly lunch steal thing cigarette movement gold emission common violation cause agent bar mountain running typically stroke capable rural financial oven lose grandfather shelf tube disability relation commercial mail senator ready get arrest enable shout piano poetry
1,1,comedy admire proper silence text complex bother summit toe venture wood testimony ensure factor age sector thousand appropriate responsible planning review rarely partnership attention discrimination dish humor escape proportion yet author tape bird accident limitation day enforcement airport style am withdraw health finally dealer he stranger fiction knee produce thought activity punishment hair institution pace controversy history session law finger complaint copy object couple poverty mistake pool technique new thick everything minute hearing morning flight always terrible amazing herself space industrial utility ball below cash somebody highly with via burden punishment focus else depending likely double
1,1,dear fool whatsapp team in my whatsapp account there is near 10k contacts  chat history datas your foolish team banned my account  now cant able to login again a rubbish ai created by you is totally waste repeating same answer for all questions if any knowledged human being there means kindly answer my question how the hell can i recover all my contactschats  datas in my this bloody whatsapp account  hereafter i dont recommend anyone to use whatsapp what is having long journey
5,5,my name is joe i m from ghana my watspp is not working i u to restore it for me please
5,5,help me please this whats app download hshshshabaha
5,5,always whatsapp
1,1,why limit the file size i would like to send
5,5,really good app
